AFP|tr|H7FN97|H7FN97_FLAFP	AFP|tr|H7FN97|H7FN97_FLAFP
AFP|tr|H7FU10|H7FU10_FLAFP	AFP|tr|H7FU10|H7FU10_FLAFP
AFP|tr|A0A1C2AZ17|A0A1C2AZ17_9PROT	AFP|tr|A0A1C2AZ17|A0A1C2AZ17_9PROT
AFP|tr|A0A914D2C3|A0A914D2C3_9BILA	AFP|tr|A0A914D2C3|A0A914D2C3_9BILA
AFP|tr|Q1NG41|Q1NG41_SPHSS	AFP|tr|Q1NG41|Q1NG41_SPHSS
AFP|tr|H7FLG0|H7FLG0_FLAFP	AFP|tr|H7FLG0|H7FLG0_FLAFP
AFP|tr|H7FLG0|H7FLG0_FLAFP	AFP|tr|H7FPK1|H7FPK1_FLAFP
AFP|tr|H7FUZ7|H7FUZ7_FLAFP	AFP|tr|H7FUZ7|H7FUZ7_FLAFP
AFP|tr|H7FQB6|H7FQB6_FLAFP	AFP|tr|H7FQB6|H7FQB6_FLAFP
AFP|tr|A0A8S2M4U6|A0A8S2M4U6_9BILA	AFP|tr|A0A8S2M4U6|A0A8S2M4U6_9BILA
AFP|tr|U6JV63|U6JV63_9EIME	AFP|tr|U6JV63|U6JV63_9EIME
AFP|tr|A0AAD6AEX2|A0AAD6AEX2_9TELE	AFP|tr|A0AAD6AEX2|A0AAD6AEX2_9TELE
AFP|tr|A0A944Z8L9|A0A944Z8L9_9BACT	AFP|tr|A0A944Z8L9|A0A944Z8L9_9BACT
AFP|tr|U6N0D8|U6N0D8_9EIME	AFP|tr|U6N0D8|U6N0D8_9EIME
AFP|tr|A0AAY5EHI1|A0AAY5EHI1_ELEEL	AFP|tr|A0AAY5EHI1|A0AAY5EHI1_ELEEL
AFP|tr|H7FTM7|H7FTM7_FLAFP	AFP|tr|H7FTM7|H7FTM7_FLAFP
AFP|tr|H7FU48|H7FU48_FLAFP	AFP|tr|H7FU48|H7FU48_FLAFP
AFP|tr|H7FRC6|H7FRC6_FLAFP	AFP|tr|H7FRC6|H7FRC6_FLAFP
AFP|tr|A0AAE0ID27|A0AAE0ID27_9PEZI	AFP|tr|A0AAE0ID27|A0AAE0ID27_9PEZI
AFP|tr|A0A914FTE3|A0A914FTE3_9BILA	AFP|tr|A0A914FTE3|A0A914FTE3_9BILA
AFP|tr|A0A9P5NQ89|A0A9P5NQ89_GYMJU	AFP|tr|A0A9P5NQ89|A0A9P5NQ89_GYMJU
AFP|tr|A0A383VSR9|A0A383VSR9_TETOB	AFP|tr|A0A383VSR9|A0A383VSR9_TETOB
AFP|tr|A0A8C7HAB7|A0A8C7HAB7_ONCKI	AFP|tr|A0A8C7HAB7|A0A8C7HAB7_ONCKI
AFP|tr|A0A926P3Z4|A0A926P3Z4_9HYPH	AFP|tr|A0A926P3Z4|A0A926P3Z4_9HYPH
AFP|tr|A0A8S2S8H2|A0A8S2S8H2_9BILA	AFP|tr|A0A8S2S8H2|A0A8S2S8H2_9BILA
AFP|tr|A0A9D4CVD7|A0A9D4CVD7_DREPO	AFP|tr|A0A9D4CVD7|A0A9D4CVD7_DREPO
AFP|tr|A0A7S4T6L2|A0A7S4T6L2_9DINO	AFP|tr|A0A7S4T6L2|A0A7S4T6L2_9DINO
AFP|tr|A0A924C6S0|A0A924C6S0_9SPHN	AFP|tr|A0A924C6S0|A0A924C6S0_9SPHN
AFP|tr|A0A6P0TLL9|A0A6P0TLL9_9CYAN	AFP|tr|A0A6P0TLL9|A0A6P0TLL9_9CYAN
AFP|tr|A0A5A7NKA2|A0A5A7NKA2_9PROT	AFP|tr|A0A5A7NKA2|A0A5A7NKA2_9PROT
