AFP|tr|A0A3Q2VR10|A0A3Q2VR10_HAPBU	AFP|tr|A0A3Q2VR10|A0A3Q2VR10_HAPBU
AFP|tr|A0A3Q2VR10|A0A3Q2VR10_HAPBU	AFP|tr|A0A3B4F203|A0A3B4F203_9CICH
AFP|tr|A0A3Q2VR10|A0A3Q2VR10_HAPBU	AFP|tr|A0A3Q2W367|A0A3Q2W367_HAPBU
AFP|tr|H7FMW2|H7FMW2_FLAFP	AFP|tr|H7FMW2|H7FMW2_FLAFP
AFP|tr|U6MG20|U6MG20_9EIME	AFP|tr|U6MG20|U6MG20_9EIME
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|G2FB55|G2FB55_9GAMM
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A0G0W5L0|A0A0G0W5L0_9BACT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A7V5C985|A0A7V5C985_UNCDU
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|U1FLV4|U1FLV4_TRESO
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A945MSX8|A0A945MSX8_UNCGE
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|Q7P733|Q7P733_FUSVC
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A2A5M3B1|A0A2A5M3B1_9BACT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A945W5Z3|A0A945W5Z3_9BACT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A520SKR1|A0A520SKR1_9BACT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A554IN50|A0A554IN50_9BACT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A3M1PYD2|A0A3M1PYD2_9PROT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A2D6JYB5|A0A2D6JYB5_9PROT
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A7X7H299|A0A7X7H299_9LACO
AFP|tr|A0A382AHH0|A0A382AHH0_9ZZZZ	AFP|tr|A0A849FWH5|A0A849FWH5_9FLAO
AFP|tr|A0A7S3C609|A0A7S3C609_9CHLO	AFP|tr|A0A7S3C609|A0A7S3C609_9CHLO
AFP|tr|A0AAW1XT47|A0AAW1XT47_RUBAR	AFP|tr|A0AAW1XT47|A0AAW1XT47_RUBAR
AFP|tr|U6G5R5|U6G5R5_9EIME	AFP|tr|U6G5R5|U6G5R5_9EIME
AFP|tr|H7FM53|H7FM53_FLAFP	AFP|tr|H7FM53|H7FM53_FLAFP
AFP|tr|H7FU86|H7FU86_FLAFP	AFP|tr|H7FU86|H7FU86_FLAFP
AFP|tr|H7FU86|H7FU86_FLAFP	AFP|tr|H7FTV8|H7FTV8_FLAFP
AFP|tr|A0A9P8CGK2|A0A9P8CGK2_9HELO	AFP|tr|A0A9P8CGK2|A0A9P8CGK2_9HELO
AFP|tr|A0A1A9WBK3|A0A1A9WBK3_9MUSC	AFP|tr|A0A1A9WBK3|A0A1A9WBK3_9MUSC
AFP|tr|A0AA35TP13|A0AA35TP13_GEOBA	AFP|tr|A0AA35TP13|A0AA35TP13_GEOBA
AFP|tr|H7FT50|H7FT50_FLAFP	AFP|tr|H7FT50|H7FT50_FLAFP
AFP|tr|U6G5W0|U6G5W0_9EIME	AFP|tr|U6G5W0|U6G5W0_9EIME
