AFP|tr|A0A371WHT2|A0A371WHT2_9HYPH	AFP|tr|A0A371WHT2|A0A371WHT2_9HYPH
AFP|tr|A0A9D4BT24|A0A9D4BT24_DREPO	AFP|tr|A0A9D4BT24|A0A9D4BT24_DREPO
AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH	AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH
AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH	AFP|tr|A0A8J3GGB6|A0A8J3GGB6_9HYPH
AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH	AFP|tr|K2PKC9|K2PKC9_9HYPH
AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH	AFP|tr|A0A7C3R880|A0A7C3R880_UNCFI
AFP|tr|A0A0N0VLJ3|A0A0N0VLJ3_9HYPH	AFP|tr|E0MMH1|E0MMH1_9HYPH
AFP|tr|H7FR48|H7FR48_FLAFP	AFP|tr|H7FR48|H7FR48_FLAFP
AFP|tr|A0A4Z2J107|A0A4Z2J107_9TELE	AFP|tr|A0A4Z2J107|A0A4Z2J107_9TELE
AFP|tr|H7FQW5|H7FQW5_FLAFP	AFP|tr|H7FQW5|H7FQW5_FLAFP
AFP|tr|U6JNC9|U6JNC9_9EIME	AFP|tr|U6JNC9|U6JNC9_9EIME
AFP|tr|H7FNQ3|H7FNQ3_FLAFP	AFP|tr|H7FNQ3|H7FNQ3_FLAFP
AFP|tr|A0A8S3JSX8|A0A8S3JSX8_9BILA	AFP|tr|A0A8S3JSX8|A0A8S3JSX8_9BILA
AFP|tr|A0A9P4LIG5|A0A9P4LIG5_9PLEO	AFP|tr|A0A9P4LIG5|A0A9P4LIG5_9PLEO
AFP|tr|A0A8B9QNB7|A0A8B9QNB7_APTOW	AFP|tr|A0A8B9QNB7|A0A8B9QNB7_APTOW
AFP|tr|A0A8B9QNB7|A0A8B9QNB7_APTOW	AFP|tr|A0A8B9QHU3|A0A8B9QHU3_APTOW
AFP|tr|A0A816CU60|A0A816CU60_9BILA	AFP|tr|A0A816CU60|A0A816CU60_9BILA
AFP|tr|A0A6J4YF56|A0A6J4YF56_9DELT	AFP|tr|A0A6J4YF56|A0A6J4YF56_9DELT
AFP|tr|U6K4Q1|U6K4Q1_9EIME	AFP|tr|U6K4Q1|U6K4Q1_9EIME
AFP|tr|A0A2U2J483|A0A2U2J483_9SPHN	AFP|tr|A0A2U2J483|A0A2U2J483_9SPHN
AFP|tr|A0AAE0I3G8|A0AAE0I3G8_9PEZI	AFP|tr|A0AAE0I3G8|A0AAE0I3G8_9PEZI
AFP|tr|A0A9D7VNU5|A0A9D7VNU5_9PROT	AFP|tr|A0A9D7VNU5|A0A9D7VNU5_9PROT
AFP|tr|A0A7S0Q4Q9|A0A7S0Q4Q9_9EUKA	AFP|tr|A0A7S0Q4Q9|A0A7S0Q4Q9_9EUKA
AFP|tr|U6K7D7|U6K7D7_9EIME	AFP|tr|U6K7D7|U6K7D7_9EIME
AFP|tr|U6G3F9|U6G3F9_9EIME	AFP|tr|U6G3F9|U6G3F9_9EIME
AFP|tr|A0A7X9BKL1|A0A7X9BKL1_9SPIR	AFP|tr|A0A7X9BKL1|A0A7X9BKL1_9SPIR
AFP|tr|H7FVQ5|H7FVQ5_FLAFP	AFP|tr|H7FVQ5|H7FVQ5_FLAFP
AFP|tr|H7FLK6|H7FLK6_FLAFP	AFP|tr|H7FLK6|H7FLK6_FLAFP
AFP|tr|A0A7C2IBF6|A0A7C2IBF6_UNCAC	AFP|tr|A0A7C2IBF6|A0A7C2IBF6_UNCAC
AFP|tr|A0A8H4VZ26|A0A8H4VZ26_9HELO	AFP|tr|A0A8H4VZ26|A0A8H4VZ26_9HELO
AFP|tr|A0AAD6A4F0|A0AAD6A4F0_9TELE	AFP|tr|A0AAD6A4F0|A0AAD6A4F0_9TELE
AFP|tr|A0AAD6A4F0|A0AAD6A4F0_9TELE	AFP|tr|A0A9D4FAJ4|A0A9D4FAJ4_DREPO
AFP|tr|U4VDV9|U4VDV9_9HYPH	AFP|tr|U4VDV9|U4VDV9_9HYPH
AFP|tr|A0A9Q0I7E2|A0A9Q0I7E2_9TELE	AFP|tr|A0A9Q0I7E2|A0A9Q0I7E2_9TELE
AFP|tr|U6LLX2|U6LLX2_9EIME	AFP|tr|U6LLX2|U6LLX2_9EIME
AFP|tr|H7FR93|H7FR93_FLAFP	AFP|tr|H7FR93|H7FR93_FLAFP
AFP|tr|A0A4Y2HZH6|A0A4Y2HZH6_ARAVE	AFP|tr|A0A4Y2HZH6|A0A4Y2HZH6_ARAVE
AFP|tr|H7FW57|H7FW57_FLAFP	AFP|tr|H7FW57|H7FW57_FLAFP
AFP|tr|U6LKJ5|U6LKJ5_9EIME	AFP|tr|U6LKJ5|U6LKJ5_9EIME
AFP|tr|A0A426FF62|A0A426FF62_BIBTR	AFP|tr|A0A426FF62|A0A426FF62_BIBTR
AFP|tr|A0A963YY22|A0A963YY22_9PROT	AFP|tr|A0A963YY22|A0A963YY22_9PROT
AFP|tr|A0A8J3FFC0|A0A8J3FFC0_9ACTN	AFP|tr|A0A8J3FFC0|A0A8J3FFC0_9ACTN
AFP|tr|U6LI91|U6LI91_9EIME	AFP|tr|U6LI91|U6LI91_9EIME
AFP|tr|H7FV02|H7FV02_FLAFP	AFP|tr|H7FV02|H7FV02_FLAFP
AFP|tr|A0A9W4UJE7|A0A9W4UJE7_9PLEO	AFP|tr|A0A9W4UJE7|A0A9W4UJE7_9PLEO
AFP|tr|H7FSY3|H7FSY3_FLAFP	AFP|tr|H7FSY3|H7FSY3_FLAFP
AFP|tr|A0A7V5UEW1|A0A7V5UEW1_CALAY	AFP|tr|A0A7V5UEW1|A0A7V5UEW1_CALAY
AFP|tr|H7FNZ4|H7FNZ4_FLAFP	AFP|tr|H7FNZ4|H7FNZ4_FLAFP
AFP|tr|H7FUL9|H7FUL9_FLAFP	AFP|tr|H7FUL9|H7FUL9_FLAFP
AFP|tr|A0A383VRB7|A0A383VRB7_TETOB	AFP|tr|A0A383VRB7|A0A383VRB7_TETOB
AFP|tr|A0A916SRL2|A0A916SRL2_9HYPH	AFP|tr|A0A916SRL2|A0A916SRL2_9HYPH
AFP|tr|H7FMU2|H7FMU2_FLAFP	AFP|tr|H7FMU2|H7FMU2_FLAFP
AFP|tr|H7FRS1|H7FRS1_FLAFP	AFP|tr|H7FRS1|H7FRS1_FLAFP
AFP|tr|H7FLR2|H7FLR2_FLAFP	AFP|tr|H7FLR2|H7FLR2_FLAFP
AFP|tr|H7FWE3|H7FWE3_FLAFP	AFP|tr|H7FWE3|H7FWE3_FLAFP
AFP|tr|A0A5C7ZH95|A0A5C7ZH95_9BURK	AFP|tr|A0A5C7ZH95|A0A5C7ZH95_9BURK
AFP|tr|A0A5C7ZH95|A0A5C7ZH95_9BURK	AFP|tr|A0A927FFD6|A0A927FFD6_9BURK
AFP|tr|H7FVQ8|H7FVQ8_FLAFP	AFP|tr|H7FVQ8|H7FVQ8_FLAFP
AFP|tr|H7FVQ8|H7FVQ8_FLAFP	NONAFP|sp|P67653|KDSC_ECOL6
AFP|tr|H7FTB6|H7FTB6_FLAFP	AFP|tr|H7FTB6|H7FTB6_FLAFP
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A961QPS0|A0A961QPS0_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1T2A1Y6|A0A1T2A1Y6_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A254UTD9|A0A254UTD9_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A074JBJ2|A0A074JBJ2_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0AAX0KNJ8|A0AAX0KNJ8_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A4R6B4D5|A0A4R6B4D5_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2V2LM63|A0A2V2LM63_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A954AY99|A0A954AY99_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A9Q2P709|A0A9Q2P709_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A316KUT3|A0A316KUT3_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1M5X5X6|A0A1M5X5X6_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1X4NK91|A0A1X4NK91_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A221JXE5|A0A221JXE5_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A073J338|A0A073J338_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1I4DFG8|A0A1I4DFG8_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1M5DP96|A0A1M5DP96_LOKAT
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2G8R901|A0A2G8R901_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A9Q2NQX5|A0A9Q2NQX5_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A254QRN9|A0A254QRN9_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1H8CM43|A0A1H8CM43_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A6N6JCY5|A0A6N6JCY5_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A4V1V501|A0A4V1V501_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1C2HAZ2|A0A1C2HAZ2_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A0Q2V1S8|A0A0Q2V1S8_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0AAX3LR74|A0AAX3LR74_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1G7Y693|A0A1G7Y693_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A345QRZ7|A0A345QRZ7_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A5E7ZRR5|A0A5E7ZRR5_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1C1YPU0|A0A1C1YPU0_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A098TEG2|A0A098TEG2_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2G2DEB1|A0A2G2DEB1_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A286ICJ5|A0A286ICJ5_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A317PNC1|A0A317PNC1_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A0F7PQY4|A0A0F7PQY4_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A927D6P0|A0A927D6P0_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A0D1EGU9|A0A0D1EGU9_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2E6X0K2|A0A2E6X0K2_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1I6U639|A0A1I6U639_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A341ECR8|A0A341ECR8_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A0T5NYT3|A0A0T5NYT3_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A420DPC0|A0A420DPC0_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A9X2FP34|A0A9X2FP34_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1X6YU72|A0A1X6YU72_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2G1MES2|A0A2G1MES2_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A443IV99|A0A443IV99_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1D9M9V5|A0A1D9M9V5_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A443JME1|A0A443JME1_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A421BSU7|A0A421BSU7_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A545B9C8|A0A545B9C8_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A2A4CUQ0|A0A2A4CUQ0_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A9D8W509|A0A9D8W509_9HYPH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A923XYR1|A0A923XYR1_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0AAD3NY20|A0AAD3NY20_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|S5Y8Z2|S5Y8Z2_PARAH
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A1BAI6|A1BAI6_PARDP
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A1G7AU23|A0A1G7AU23_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A961HY22|A0A961HY22_9RHOB
AFP|tr|A0A074TBD4|A0A074TBD4_9RHOB	AFP|tr|A0A934HRQ0|A0A934HRQ0_9RHOB
AFP|tr|H7FLK7|H7FLK7_FLAFP	AFP|tr|H7FLK7|H7FLK7_FLAFP
AFP|tr|H7FSK5|H7FSK5_FLAFP	AFP|tr|H7FSK5|H7FSK5_FLAFP
AFP|tr|A0A383W0N4|A0A383W0N4_TETOB	AFP|tr|A0A383W0N4|A0A383W0N4_TETOB
AFP|tr|U6G7A6|U6G7A6_EIMAC	AFP|tr|U6G7A6|U6G7A6_EIMAC
AFP|tr|A0A9P9PKF2|A0A9P9PKF2_9PLEO	AFP|tr|A0A9P9PKF2|A0A9P9PKF2_9PLEO
AFP|tr|J3L3R9|J3L3R9_ORYBR	AFP|tr|J3L3R9|J3L3R9_ORYBR
AFP|tr|A0A090WX58|A0A090WX58_9FLAO	AFP|tr|A0A090WX58|A0A090WX58_9FLAO
AFP|tr|H7FPQ5|H7FPQ5_FLAFP	AFP|tr|H7FPQ5|H7FPQ5_FLAFP
AFP|tr|U6LBW1|U6LBW1_9EIME	AFP|tr|U6LBW1|U6LBW1_9EIME
AFP|tr|H7FNM7|H7FNM7_FLAFP	AFP|tr|H7FNM7|H7FNM7_FLAFP
AFP|tr|V4BDS5|V4BDS5_LOTGI	AFP|tr|V4BDS5|V4BDS5_LOTGI
AFP|tr|H7FQ17|H7FQ17_FLAFP	AFP|tr|H7FQ17|H7FQ17_FLAFP
AFP|tr|A0A383VIM8|A0A383VIM8_TETOB	AFP|tr|A0A383VIM8|A0A383VIM8_TETOB
AFP|tr|H7FNQ7|H7FNQ7_FLAFP	AFP|tr|H7FNQ7|H7FNQ7_FLAFP
AFP|tr|A0AAE0G8S9|A0AAE0G8S9_9CHLO	AFP|tr|A0AAE0G8S9|A0AAE0G8S9_9CHLO
AFP|tr|H7FR89|H7FR89_FLAFP	AFP|tr|H7FR89|H7FR89_FLAFP
AFP|tr|H7FR89|H7FR89_FLAFP	NONAFP|sp|A0M3Z1|RL10_CHRFK
AFP|tr|H7FR89|H7FR89_FLAFP	NONAFP|sp|B4S495|RL10_PROA2
AFP|tr|H7FR89|H7FR89_FLAFP	NONAFP|sp|Q39Y15|RL10_GEOMG
AFP|tr|H7FR25|H7FR25_FLAFP	AFP|tr|H7FR25|H7FR25_FLAFP
